Ward,Suburb,Property_code,Park_Name,Node_ID,Node_Name,Item_ID,Item_Type,Item_Description,Latitude,Longitude,Easting,Northing,Equipment_ID
BRACKEN RIDGE,CARSELDINE,D2252,LACEY ROAD PARK,B-RE-0351-N005,LACEY RD DOG OFF LEASH AREA,100107379,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,-27.3369,153.017,501689,6976250,100107379
BRACKEN RIDGE,CARSELDINE,D2252,LACEY ROAD PARK,B-RE-0351-N005,LACEY RD DOG OFF LEASH AREA,100107380,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,-27.3369,153.017,501653,6976250,100107380
CHANDLER,WAKERLEY,D2232,SHERIFF PARK,B-RE-0352-N001,HABITAT DRIVE PICNIC AREA,81589,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.487,153.163,516136,6959620,200505155
CALAMVALE,HEATHWOOD,D2190,BRUSH BOX PLACE PARK,B-RE-0357-N002,LAUREL ST PICNIC AREA,134839,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.6322,152.994,499395,6943540,200535111
BRACKEN RIDGE,CARSELDINE,D3015,COWIE ROAD PARK,B-RE-0365-N002,COWIE RD PLAYGROUND,192780,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER APOLLO 800,-27.3392,153.02,501961,6975990,200570223
NORTHGATE,BANYO,D3013,PATONGA STREET PARK,B-RE-0367-N001,PATONGA ST PICNIC AREA,169828,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3782,153.085,508395,6971680,200554069
FOREST LAKE,FOREST LAKE,D1743,WOOGAROO RESERVE,B-RE-0379-N003,BRIGHTON PDE PICNIC AREA,27701,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.6307,152.977,497745,6943710,200479744
MOOROOKA,WILLAWONG,D1676,PALLARA PARK,B-RE-0386-N004,BROOKBENT RD DOG OFF LEASH AREA,179310,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,-27.6092,153.012,501214,6946090,200559827
MCDOWALL,CHERMSIDE WEST,D1739,MILNE HILL RESERVE,B-RE-0392-N003,MILNE HILL RES SHARED PATHWAY,188749,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3791,153.002,500187,6971570,200566763
WYNNUM MANLY,MANLY,D1553,RQYS PORT CENTRE PARK,B-RE-0393-N002,DAVENPORT DVE,113673,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4613,153.191,518875,6962460,200521317
RUNCORN,KURABY,D1551,SVOBODA PARK,B-RE-0394-N001,SVOBODA PK PICNIC AREA,35252,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.6056,153.098,509628,6946480,200482790
RUNCORN,KURABY,D1551,SVOBODA PARK,B-RE-0394-N001,SVOBODA PK PICNIC AREA,115753,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.6053,153.098,509682,6946520,200522500
RUNCORN,KURABY,D1551,SVOBODA PARK,B-RE-0394-N003,SVOBADA PK DISTRICT PLAYGROUND,33981,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.6054,153.098,509663,6946510,200482204
NORTHGATE,VIRGINIA,D1550,WEST PLACE PARK,B-RE-0395-N001,BALANCE OF PARK,121699,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3832,153.069,506839,6971120,200526808
DOBOY,TINGALPA,D1548,COOCHIN PLACE PARK,B-RE-0397-N001,COOCHIN PLACE PICNIC AREA,163321,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4709,153.142,513993,6961400,200549817
JAMBOREE,WESTLAKE,D1544,RIVERVIEW FARM PARK,B-RE-0401-N004,WENDOUREE CRES PLAYGROUND,41885,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5459,152.904,490567,6953100,200486322
CENTRAL,NEW FARM,D1535,POWERHOUSE PARK,B-RE-0410-N002,BALANCE OF PARK,123507,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4678,153.054,505355,6961750,200528462
DEAGON,TAIGUM,D1727,JAGERA CIRCUIT PARK,B-RE-0414-N001,BALANCE OF PARK,155491,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.3411,153.044,504347,6975780,200546914
PADDINGTON,MILTON,D1723,FREW PARK,B-RE-0416-N002,WENDY TURNBULL GREEN PICNIC AREA & CIRCUIT PATH,86387,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN & TAP,-27.4686,153,500021,6961660,100087324
PADDINGTON,MILTON,D1723,FREW PARK,B-RE-0416-N002,WENDY TURNBULL GREEN PICNIC AREA & CIRCUIT PATH,86420,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAPS,-27.4694,153,499984,6961570,100087334
PADDINGTON,MILTON,D1723,FREW PARK,B-RE-0416-N003,FREW PK TABLE TENNIS & FITNESS STATION,86414,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN & TAP,-27.4697,153,500005,6961540,100087341
PADDINGTON,MILTON,D1723,FREW PARK,B-RE-0416-N004,FREW PK KIOSK,84666,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4696,153.001,500070,6961550,100104457
PADDINGTON,MILTON,D1723,FREW PARK,B-RE-0416-N006,FREW PK PICNIC AREA & PLAYGROUND ACCESS,193898,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN & TAP,-27.4694,153,500040,6961570,100104723
PADDINGTON,MILTON,D1723,FREW PARK,B-RE-0416-N009,FREW PK BOOKING SITE SHELTER ONE,86426,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN & TAP,-27.4689,152.999,499945,6961620,100087337
CALAMVALE,PARKINSON,D1722,ALGESTER ROAD PARK (NO.515),B-RE-0417-N002,ALGESTER RD PICNIC AREA,174015,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.6365,153.029,502839,6943060,200556933
CALAMVALE,PARKINSON,D1722,ALGESTER ROAD PARK (NO.515),B-RE-0417-N003,BALANCE OF PARK,27797,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.6364,153.029,502885,6943070,200479806
PULLENVALE,KENMORE,D1720,PALM STREET PARK,B-RE-0419-N001,PALM ST PLAYGROUND,93280,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.515,152.933,493398,6956520,200510707
THE GAP,ASHGROVE,D1710,ST JOHNS AVENUE PARK (NOS.7-27),B-RE-0427-N003,ST JOHNS AVE PLAYGROUND,95197,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4439,152.974,497462,6964400,200511098
THE GAP,ASHGROVE,D1710,ST JOHNS AVENUE PARK (NOS.7-27),B-RE-0427-N004,ENOGGERA CK PICNIC AREA,27651,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4436,152.975,497521,6964430,200479709
PULLENVALE,MOGGILL,D1699,LIVESAY ROAD PARK,B-RE-0434-N001,BALANCE OF PARK,86547,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5691,152.885,488669,6950530,200508009
MARCHANT,STAFFORD HEIGHTS,D1689,WEBSTER ROAD PARK,B-RE-0444-N001,WEBSTER RD DOG OFF LEASH AREA,182100,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.3946,153.019,501885,6969860,200561136
MARCHANT,STAFFORD HEIGHTS,D1689,WEBSTER ROAD PARK,B-RE-0444-N001,WEBSTER RD DOG OFF LEASH AREA,182101,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.3946,153.019,501925,6969860,200561137
MARCHANT,STAFFORD HEIGHTS,D1689,WEBSTER ROAD PARK,B-RE-0444-N003,BALANCE OF PARK,151914,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3945,153.02,501935,6969860,200543991
FOREST LAKE,FOREST LAKE,D1683,PRINCETON PLACE PARK,B-RE-0448-N003,BALANCE OF PARK,120455,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.6267,152.974,497448,6944150,200525721
DOBOY,WAKERLEY,D1582,MANLY ROAD PARK (NO.880),B-RE-0453-N003,LEXEY CRESCENT PICNIC AREA,65909,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4781,153.149,514734,6960610,200500155
BRACKEN RIDGE,CARSELDINE,D1576,PAT RAFTER PARK,B-RE-0456-N001,PAT RAFTER PK PICNIC AREA,48740,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3414,153.009,500934,6975750,200488747
BRACKEN RIDGE,CARSELDINE,D1576,PAT RAFTER PARK,B-RE-0456-N003,PAT RAFTER PK DOG OFF LEASH AREA,43113,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.3409,153.009,500907,6975810,200486837
DOBOY,WAKERLEY,D1572,WAKERLEY PARK,B-RE-0459-N004,CLAIRE PLACE PLAYGROUND,58898,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,-27.4864,153.151,514868,6959680,200494529
FOREST LAKE,FOREST LAKE,D1566,FOREST LAKE SPORTS FIELDS,B-RE-0463-N004,FOREST LAKE SPORTS FIELDS PLAYGROUND,121257,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.6192,152.972,497206,6944980,200526400
FOREST LAKE,FOREST LAKE,D1566,FOREST LAKE SPORTS FIELDS,B-RE-0463-N004,FOREST LAKE SPORTS FIELDS PLAYGROUND,121258,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.6192,152.972,497210,6944980,200526401
CALAMVALE,CALAMVALE,D1463,HAMISH STREET PARK,B-RE-0473-N001,HAMISH ST PICNIC AREA,34423,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.6186,153.044,504326,6945050,200482351
BRACKEN RIDGE,FITZGIBBON,D1461,IRIS PLACE PARK,B-RE-0474-N005,DIAMANTINA CRES PICNIC AREA,15236,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.3421,153.029,502894,6975670,200475659
CHANDLER,CARINDALE,D1452,NEWBURY PLACE PARK,B-RE-0482-N002,NEWBURY PLACE DOG OFF LEASH AREA,34687,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.5247,153.12,511839,6955440,200482503
CHANDLER,CARINDALE,D1452,NEWBURY PLACE PARK,B-RE-0482-N002,NEWBURY PLACE DOG OFF LEASH AREA,103386,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5247,153.12,511863,6955450,200514516
MORNINGSIDE,MORNINGSIDE,D1631,YORK STREET PARK,B-RE-0498-N001,BEELARONG COMMUNITY GARDEN,67363,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4608,153.078,507706,6962530,200500431
DOBOY,TINGALPA,D1619,TORQUAY CRESCENT (NO.1695) PARK,B-RE-0506-N004,BALANCE OF PARK,38885,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4702,153.139,513769,6961480,200484756
CALAMVALE,PARKINSON,D1617,GREENWAYS ESPLANADE PARK,B-RE-0508-N004,GREENWAYS ESP PICNIC AREA,33556,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.6368,153.02,502004,6943030,200482005
CALAMVALE,PARKINSON,D1617,GREENWAYS ESPLANADE PARK,B-RE-0508-N007,GREENWAYS ESP DOG OFF LEASH AREA,46530,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,-27.6359,153.02,501956,6943130,200488348
CHANDLER,CARINDALE,D1615,GRANDVIEW PLACE PARK,B-RE-0510-N001,GRANDVIEW PLACE PICNIC AREA,28832,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5168,153.123,512137,6956310,200480333
MORNINGSIDE,MORNINGSIDE,D1611,ALGOORI STREET PARK,B-RE-0513-N002,BEVERLEY ST PLAYGROUND,43942,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4629,153.078,507745,6962290,200487173
WYNNUM MANLY,MANLY WEST,D1591,LEWIS PLACE PARK,B-RE-0531-N002,BALANCE OF PARK,100553,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4658,153.156,515421,6961960,200512939
CALAMVALE,DREWVALE,D1874,KARAWATHA FOREST SOUTH,B-RE-0539-N005,TAMARISK WAY PICNIC AREA,25142,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.6429,153.048,504705,6942360,200478997
THE GAP,UPPER KEDRON,D1867,TREVALLYN PLACE PARK,B-RE-0545-N001,TREVALLYN PL PLAYGROUND,41368,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4162,152.925,492552,6967460,200526184
DOBOY,BELMONT,D1865,SUMMIT STREET PARK,B-RE-0546-N002,GIORDANO PLACE PLAYGROUND,113900,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4892,153.13,512840,6959370,200521493
DOBOY,BELMONT,D1865,SUMMIT STREET PARK,B-RE-0546-N003,SUMMIT ST PICNIC AREA,113819,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4904,153.13,512800,6959240,200521433
JAMBOREE,MOUNT OMMANEY,D1864,LORIKEET PARK,B-RE-0547-N001,GREENWAY CCT PLAYGROUND,45835,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5496,152.935,493558,6952690,200488243
JAMBOREE,MOUNT OMMANEY,D1864,LORIKEET PARK,B-RE-0547-N001,GREENWAY CCT PLAYGROUND,187574,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,-27.5496,152.935,493571,6952690,200565732
JAMBOREE,MOUNT OMMANEY,D1864,LORIKEET PARK,B-RE-0547-N002,CENTENARY SUBURBS WAR MEMORIAL GARDENS,187636,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,-27.5486,152.936,493657,6952790,200565787
HOLLAND PARK,MOUNT GRAVATT EAST,D1863,GEOFF TOAKLEY PARK,B-RE-0548-N001,GEOFF TOAKLEY PK PLAYGROUND,121961,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5402,153.085,508364,6953730,200527051
FOREST LAKE,FOREST LAKE,D1862,CENTRAL STREET PARK,B-RE-0549-N002,CENTRAL ST NETBALL HALF CIRCLE,31508,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN & 2 TAPS,-27.6316,152.961,496136,6943610,200481324
MOOROOKA,MOOROOKA,D1790,LUXWORTH PLACE (ROAD RESERVE),B-RE-0552-N001,BALANCE OF PARK,25827,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.532,153.024,502371,6954640,200479144
CENTRAL,BRISBANE,D1784,ADMIRALTY TOWERS 11 PARK,B-RE-0556-N002,BALANCE OF PARK,33632,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4643,153.032,503132,6962130,200482029
MACGREGOR,WISHART,D1777,BERKSHIRE CRESCENT PARK,B-RE-0560-N001,BERKSHIRE CRES DOG OFF LEASH AREA,100051,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5486,153.099,509821,6952800,200512811
MACGREGOR,WISHART,D1777,BERKSHIRE CRESCENT PARK,B-RE-0560-N004,BERKSHIRE CRES PICNIC AREA,100011,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5492,153.1,509845,6952730,200512787
MCDOWALL,MCDOWALL,D1768,STREISAND DRIVE PARK,B-RE-0567-N002,STRIESAND DR (DI VITO PLACE) PLAYGROUND,172584,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.3735,152.981,498151,6972190,200556014
DOBOY,MURARRIE,D1763,COLMSLIE BEACH RESERVE,B-RE-0572-N003,FISH MARKET PICNIC AREA,25612,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4503,153.09,508916,6963690,200479091
DOBOY,MURARRIE,D1763,COLMSLIE BEACH RESERVE,B-RE-0572-N006,'OCTOPUS GARDEN' DISTRICT PLAYGROUND,43203,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4512,153.09,508918,6963590,200486853
DOBOY,MURARRIE,D1763,COLMSLIE BEACH RESERVE,B-RE-0572-N007,COLMSLIE BEACH ACCESS & CAR PARKING,25613,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4503,153.091,508973,6963680,200479092
FOREST LAKE,FOREST LAKE,D1759,REGENTS CIRCUIT PARK,B-RE-0575-N001,REGENTS CCT SHARED PATHWAY NETWORK,32715,BUBBLER/DRINKING FOUNTAIN,REVIVA REFILL STATION,-27.6291,152.957,495776,6943890,100111801
DOBOY,WAKERLEY,D1904,PHILLIPS PLACE PARK (WAKERLEY),B-RE-0594-N002,CAMPBELL ST DOG OFF LEASH AREA,118161,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4831,153.146,514438,6960050,200523821
DOBOY,WAKERLEY,D1904,PHILLIPS PLACE PARK (WAKERLEY),B-RE-0594-N003,PHILLIPS PLACE SHARED PATHWAY NETWORK,118205,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.485,153.146,514386,6959840,200523865
DOBOY,WAKERLEY,D1904,PHILLIPS PLACE PARK (WAKERLEY),B-RE-0594-N003,PHILLIPS PLACE SHARED PATHWAY NETWORK,118215,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4838,153.146,514445,6959970,200523875
DOBOY,WAKERLEY,D1904,PHILLIPS PLACE PARK (WAKERLEY),B-RE-0594-N003,PHILLIPS PLACE SHARED PATHWAY NETWORK,118216,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4831,153.146,514470,6960050,200523876
HAMILTON,PINKENBA,D1902,EAGLE FARM ROAD PARK,B-RE-0596-N001,EAGLE FARM RD PICNIC AREA,45938,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4202,153.12,511853,6967010,200488294
PULLENVALE,KARANA DOWNS,D1901,KUPI PARK,B-RE-0597-N002,LIONS NATURE TRAIL BUSHCARE GP RESTORATION SITE (PART),35580,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5388,152.822,482438,6953880,200482972
PULLENVALE,KARANA DOWNS,D1901,KUPI PARK,B-RE-0597-N005,LIONS NATURE TRAIL,86143,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5414,152.824,482633,6953580,200507776
PULLENVALE,KARANA DOWNS,D1897,ILLAWONG RESERVE,B-RE-0600-N001,THE LIONS RUGBY UNION & CRICKET FACILITY,86166,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5534,152.818,482035,6952250,200507798
PULLENVALE,MOUNT CROSBY,D1894,PLATYPUS PARK,B-RE-0602-N002,PLATYPUS PK PICNIC AREA,80109,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5241,152.818,482024,6955500,200504506
PULLENVALE,KARANA DOWNS,D1888,HERITAGE PARK,B-RE-0608-N001,HERITAGE PK PLAYGROUND,27994,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5438,152.832,483420,6953320,200479919
PULLENVALE,KARANA DOWNS,D1886,KOOKABURRA PARK - WEST,B-RE-0610-N003,KOOKABURRA PK WEST DOG OFF LEASH AREA,30665,BUBBLER/DRINKING FOUNTAIN,"DISABLED FOUNTAIN, TAP & DOG BOWL",-27.5437,152.84,484200,6953330,200480845
PULLENVALE,KARANA DOWNS,D1886,KOOKABURRA PARK - WEST,B-RE-0610-N004,KOOKABURRA PK WEST TOILET,86331,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN DISABLED ACCESS,-27.5438,152.839,484056,6953320,200485058
PULLENVALE,KARANA DOWNS,D1886,KOOKABURRA PARK - WEST,B-RE-0610-N008,PLAYGROUND PICNIC AREA,86333,BUBBLER/DRINKING FOUNTAIN,DISABLED DRINKING FOUNTAIN,-27.5436,152.839,484113,6953350,200507911
PULLENVALE,KARANA DOWNS,D1886,KOOKABURRA PARK - WEST,B-RE-0610-N010,KOOKABURRA PK WEST PERFORMANCE SPACE,35549,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5437,152.837,483927,6953330,200482958
MCDOWALL,BRIDGEMAN DOWNS,D1757,DARIEN STREET PARK (NO.29),B-RE-0618-N001,DARIEN ST SPORTS FIELDS,29535,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3568,152.991,499152,6974040,100134002
MCDOWALL,BRIDGEMAN DOWNS,D1757,DARIEN STREET PARK (NO.29),B-RE-0618-N001,DARIEN ST SPORTS FIELDS,29684,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.3582,152.99,499010,6973890,200480474
THE GAP,THE GAP,D1809,BADRICK PARK,B-RE-0621-N002,INWOOD PLACE PLAYGROUND,88234,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4323,152.939,493962,6965680,200508494
FOREST LAKE,FOREST LAKE,D1799,CLAREMONT PARADE PARK,B-RE-0631-N001,CLAREMONT PDE MEETING SPACE,120527,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.6314,152.973,497375,6943630,200525784
MCDOWALL,STAFFORD,D1651,SHAND STREET PARK (NO.100),B-RE-0640-N001,SHAND ST SKATE FACILITY & BASKETBALL COURT,123972,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4142,153.003,500305,6967680,200528700
MCDOWALL,STAFFORD,D1651,SHAND STREET PARK (NO.100),B-RE-0640-N003,SHAND ST DOG OFF LEASH AREA,30786,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.4141,153.004,500357,6967690,200480907
PADDINGTON,MILTON,D1639,ADAM SMIDDY PARK,B-RE-0650-N001,BALANCE OF PARK,110643,BUBBLER/DRINKING FOUNTAIN,CONE TYPE,-27.4707,153.004,500416,6961430,200519035
CHANDLER,CARINDALE,D1638,CRIBB ROAD PARK,B-RE-0651-N003,OAKLEY ST PLAYGROUND,39399,BUBBLER/DRINKING FOUNTAIN,BUBBLER RED APOLLO 400,-27.5282,153.12,511818,6955050,200485045
CHANDLER,CARINDALE,D1638,CRIBB ROAD PARK,B-RE-0651-N006,OAKLEY ST PICNIC AREA,40143,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.5282,153.12,511801,6955060,200485470
DOBOY,HEMMANT,D1752,PINNIBAR STREET PARK,B-RE-0664-N002,PINNIBAR ST PICNIC AREA,122991,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4575,153.129,512708,6962890,200528012
CALAMVALE,CALAMVALE,D1750,BORAGE PLACE PARK,B-RE-0665-N002,BORAGE PL PLAYGROUND,131068,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,-27.6288,153.05,504965,6943910,200532827
JAMBOREE,SEVENTEEN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,B-RE-0673-N002,ROCKS RIVERSIDE PK METROPOLITAN  PLAYGROUND,36229,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.5423,152.961,496101,6953500,200483334
JAMBOREE,SEVENTEEN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,B-RE-0673-N016,RRP GREAT LAWN EVENT SPACE,122698,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.543,152.961,496174,6953420,200527745
JAMBOREE,SEVENTEEN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,B-RE-0673-N016,RRP GREAT LAWN EVENT SPACE,122725,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.543,152.963,496306,6953420,200527770
JAMBOREE,SEVENTEEN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,B-RE-0673-N016,RRP GREAT LAWN EVENT SPACE,177442,BUBBLER/DRINKING FOUNTAIN,CONCRETE BLOCK,-27.5698,153.071,507050,6950450,100106872
JAMBOREE,SEVENTEEN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,B-RE-0673-N017,RRP RIVER PROMENADE SHARED PATHWAY NETWORK,47324,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.5399,152.961,496127,6953760,100085986
JAMBOREE,SEVENTEEN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,B-RE-0673-N021,BALANCE OF PARK,29378,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5405,152.958,495892,6953690,100132616
JAMBOREE,SEVENTEEN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,B-RE-0673-N021,BALANCE OF PARK,122621,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.5426,152.959,495966,6953470,200527670
JAMBOREE,SEVENTEEN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,B-RE-0673-N021,BALANCE OF PARK,122628,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.5413,152.959,495985,6953610,200527677
JAMBOREE,SEVENTEEN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,B-RE-0673-N021,BALANCE OF PARK,122631,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.5419,152.96,496028,6953540,200527680
JAMBOREE,SEVENTEEN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,B-RE-0673-N021,BALANCE OF PARK,122689,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.543,152.96,496051,6953420,200527737
JAMBOREE,SEVENTEEN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,B-RE-0673-N021,BALANCE OF PARK,122710,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.5422,152.961,496159,6953510,200527756
JAMBOREE,SEVENTEEN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,B-RE-0673-N021,BALANCE OF PARK,122711,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.5419,152.962,496201,6953550,200527757
JAMBOREE,SEVENTEEN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,B-RE-0673-N025,RRP WATERPLAY TOILET,122750,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.5433,152.961,496119,6953380,200527795
JAMBOREE,SEVENTEEN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,B-RE-0673-N028,COUNIHAM RD RIVERSIDE PICNIC AREA,47325,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.5389,152.96,496079,6953880,100086003
THE GAP,THE GAP,D1844,DONEGAL PLACE PARK,B-RE-0674-N001,BALANCE OF PARK,88228,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.433,152.942,494241,6965610,200508488
WYNNUM MANLY,WYNNUM WEST,D1842,EVELYN ROAD PARK,B-RE-0676-N001,EVELYN RD DOG OFF LEASH AREA,123073,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4517,153.145,514334,6963520,200528093
WYNNUM MANLY,WYNNUM WEST,D1842,EVELYN ROAD PARK,B-RE-0676-N002,BALANCE OF PARK,123041,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4519,153.145,514357,6963510,200528062
