Ward,Suburb,Property_code,Park_Name,Node_ID,Node_Name,Item_ID,Item_Type,Item_Description,Latitude,Longitude,Easting,Northing,Equipment_ID
JAMBOREE,WESTLAKE,D1261,BARCOORAH STREET PARK,B-RE-2063-N002,BALANCE OF PARK,149096,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5484,152.905,490663,6952820,200542374
JAMBOREE,WESTLAKE,D1261,BARCOORAH STREET PARK,B-RE-2063-N005,BARCOORAH ST PK DOG OFF LEASH AREA,100101881,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,-27.5481,152.905,490616,6952850,100101881
BRACKEN RIDGE,BRACKEN RIDGE,D1260,ENBROOK PARKLAND,B-RE-2064-N003,ENBROOK PARKLAND PLAYGROUND,32363,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3309,153.029,502870,6976920,200481699
MCDOWALL,BRIDGEMAN DOWNS,D1258,COOLABAH CRESCENT PARK,B-RE-2066-N006,CABBAGE TREE CK (BANGALOW ST) PLAYGROUND,31816,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3632,152.999,499921,6973340,200481499
DEAGON,BOONDALL,D1158,MULBEAM PARK,B-RE-2069-N001,MULBEAN PK PICNIC AREA,180466,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.3514,153.053,505259,6974640,200560438
DEAGON,BOONDALL,D1158,MULBEAM PARK,B-RE-2069-N003,MULBEAM PK DOG OFF LEASH AREA,178958,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.3519,153.053,505257,6974590,200559597
DEAGON,BOONDALL,D1158,MULBEAM PARK,B-RE-2069-N005,MULBEAM PK BASKETBALL/NETBALL FACILITY,108205,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3518,153.054,505328,6974600,200517334
DEAGON,BOONDALL,D1158,MULBEAM PARK,B-RE-2069-N005,MULBEAM PK BASKETBALL/NETBALL FACILITY,108209,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3521,153.054,505317,6974560,200517338
DEAGON,BOONDALL,D1158,MULBEAM PARK,B-RE-2069-N007,BALANCE OF PARK,108201,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3514,153.054,505332,6974650,200517330
DEAGON,BOONDALL,D1158,MULBEAM PARK,B-RE-2069-N007,BALANCE OF PARK,108202,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3519,153.053,505254,6974590,200517331
CHANDLER,CARINDALE,D1248,EDWARDS PARK,B-RE-2071-N002,EDWARDS PK JR PLAYGROUND (NEAR PORTMARNOCK WAY),13165,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5266,153.106,510443,6955230,200474936
CHANDLER,CARINDALE,D1248,EDWARDS PARK,B-RE-2071-N003,EDWARDS PK JR PLAYGROUND (NEAR PICADILLY PLACE),13166,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5271,153.107,510596,6955180,200474937
CALAMVALE,KARAWATHA,D1247,KARAWATHA FOREST PARK,B-RE-2072-N002,ILLAWEENA LAGOON CAR PARKING & PICNIC AREA,34767,BUBBLER/DRINKING FOUNTAIN,BUBBLER. TAP & DOG BOWL,-27.6416,153.07,506904,6942500,100105580
CALAMVALE,KARAWATHA,D1247,KARAWATHA FOREST PARK,B-RE-2072-N011,ACACIA PICNIC AREA,13149,BUBBLER/DRINKING FOUNTAIN,BUBBLER & MAINTENANCE TAP,-27.6233,153.091,509021,6944530,200474931
CALAMVALE,KARAWATHA,D1247,KARAWATHA FOREST PARK,B-RE-2072-N011,ACACIA PICNIC AREA,192480,BUBBLER/DRINKING FOUNTAIN,BUBBLER & MAINTENANCE TAP,-27.6235,153.091,508992,6944500,200570009
CALAMVALE,KARAWATHA,D1247,KARAWATHA FOREST PARK,B-RE-2072-N011,ACACIA PICNIC AREA,192659,BUBBLER/DRINKING FOUNTAIN,"DRINKING FOUNTAIN, TAP & DOG BOWL",-27.6237,153.093,509190,6944470,200570169
CALAMVALE,KARAWATHA,D1247,KARAWATHA FOREST PARK,B-RE-2072-N011,ACACIA PICNIC AREA,100135556,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.6237,153.092,509114,6944470,100135556
CALAMVALE,KARAWATHA,D1247,KARAWATHA FOREST PARK,B-RE-2072-N015,KARAWATHA BUSHLAND (EAST OF POWER EASEMENT),192467,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.6338,153.096,509424,6943360,200569996
CALAMVALE,KARAWATHA,D1247,KARAWATHA FOREST PARK,B-RE-2072-N018,KARAWATHA FOREST DISCOVERY CENTRE,100135558,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.6242,153.092,509107,6944430,100135558
WYNNUM MANLY,WYNNUM,D1246,BREAKWATER PARK,B-RE-2073-N003,BREAKWATER PK PICNIC AREA,76684,BUBBLER/DRINKING FOUNTAIN,WHEEL CHAIR ACCESSIBLE FOUNTAIN WITH DOG,-27.4363,153.174,517214,6965230,200502471
BRACKEN RIDGE,CARSELDINE,D1245,STRAWBERRY FARM PARK,B-RE-2074-N003,MC CALLUM ST PLAYGROUND,34536,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3482,153.014,501383,6975000,200482398
CALAMVALE,CALAMVALE,D1242,MING-SHAN PARK,B-RE-2077-N001,GOWAN RD PICNIC AREAS,67100,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.631,153.057,505603,6943670,200500404
CALAMVALE,CALAMVALE,D1242,MING-SHAN PARK,B-RE-2077-N004,GOWAN RD PLAYGROUND,31371,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.6315,153.058,505684,6943620,200481243
RUNCORN,SUNNYBANK HILLS,D1299,BENBEK CIRCUIT PARK,B-RE-2083-N003,BENBEK CRCT PICNIC AREA,18491,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.6013,153.043,504218,6946970,200476822
BRACKEN RIDGE,BRACKEN RIDGE,D1293,BARBOUR ROAD PARK,B-RE-2088-N003,THE OAKS PLAYGROUND,43079,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3229,153.02,501963,6977790,200516924
HOLLAND PARK,TARRAGINDI,D1286,MONASH ROAD PARK (ROAD RESERVE),B-RE-2093-N001,BALANCE OF PARK,28219,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5343,153.057,505629,6954380,200480051
MCDOWALL,BRIDGEMAN DOWNS,D1281,GOLDBERG PLACE PARK,B-RE-2097-N003,GOLDBERG PLACE PLAYGROUND,69540,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3718,152.995,499468,6972380,200501179
FOREST LAKE,FOREST LAKE,D1279,THE LAKE PARKLANDS,B-RE-2099-N001,THE ESPLANADE (JETTY WALK) PLAYGROUND,68045,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.622,152.967,496714,6944670,200500599
FOREST LAKE,FOREST LAKE,D1279,THE LAKE PARKLANDS,B-RE-2099-N001,THE ESPLANADE (JETTY WALK) PLAYGROUND,68045,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.622,152.967,496714,6944670,200500599
FOREST LAKE,FOREST LAKE,D1279,THE LAKE PARKLANDS,B-RE-2099-N010,FRESHWATER CCT PLAYGROUND,6212,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.6205,152.963,496352,6944840,200472503
FOREST LAKE,FOREST LAKE,D1279,THE LAKE PARKLANDS,B-RE-2099-N017,THE ESPLANADE (SANTA CRUZ PL) PICNIC AREA,120645,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.6253,152.965,496561,6944300,200525889
TENNYSON,ANNERLEY,D1270,VALLELY STREET PARK,B-RE-2107-N001,VALLELY ST PICNIC AREA,6172,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5126,153.029,502870,6956790,200472488
WALTER TAYLOR,FIG TREE POCKET,D1323,MACTIER STREET PARK,B-RE-2108-N004,BOTTICELLI ST DOG OFF LEASH AREA,30681,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.5393,152.965,496567,6953830,200480855
WALTER TAYLOR,FIG TREE POCKET,D1323,MACTIER STREET PARK,B-RE-2108-N004,BOTTICELLI ST DOG OFF LEASH AREA,33084,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.5394,152.965,496551,6953820,100093794
BRACKEN RIDGE,BRACKEN RIDGE,D1174,WENDY TURNBULL PARK,B-RE-2113-N002,WENDY TURNBULL PK PLAYGROUND,14743,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3302,153.036,503589,6976990,200475474
FOREST LAKE,FOREST LAKE,D1220,HOMESTEAD PARK,B-RE-2117-N002,HOMESTEAD PK SHARED PATHWAY,120291,BUBBLER/DRINKING FOUNTAIN,2 TAPS 1 FOUNTAIN,-27.6073,152.957,495785,6946300,200525566
MACGREGOR,EIGHT MILE PLAINS,D1212,JACARANDA PLACE PARK,B-RE-2123-N003,JACARANDA PLACE PLAYGROUND,183734,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,-27.5763,153.082,508126,6949730,200562375
RUNCORN,RUNCORN,D1207,LEXUS STREET PARK,B-RE-2127-N001,LEXUS ST PICNIC AREA,12665,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.6005,153.075,507381,6947050,200474753
ENOGGERA,WINDSOR,D1137,NORTHEY STREET PARK,B-RE-2133-N009,DOWNEY ST DOG OFF LEASH AREA,168056,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,-27.4435,153.027,502639,6964450,200552861
MCDOWALL,MCDOWALL,D1132,BECKETT ROAD PARK,B-RE-2138-N001,BECKETT RD SHARED PATHWAY,31793,BUBBLER/DRINKING FOUNTAIN,BUBBLER  2 TAP  DOG BOWL,-27.373,152.994,499388,6972250,200481485
DOBOY,MANLY WEST,D1131,SCHOONER CIRCUIT PARK,B-RE-2139-N001,BALANCE OF PARK,97189,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4713,153.161,515920,6961350,200511894
DOBOY,MANLY WEST,D1131,SCHOONER CIRCUIT PARK,B-RE-2139-N003,SCHOONER CIRCUIT PARK SHARED PATHWAY,100113731,BUBBLER/DRINKING FOUNTAIN,TAP AND BUBBLER,-27.4714,153.161,515928,6961340,100113731
RUNCORN,SUNNYBANK HILLS,D1165,ROBERT MITCHELL PARK,B-RE-2148-N003,DUTTON RD PICNIC AREA,9121,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5832,153.042,504127,6948970,200473432
RUNCORN,RUNCORN,D1160,GARRETT PARK,B-RE-2152-N001,GARRETT PK PICNIC AREA,42884,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5899,153.082,508088,6948220,200486787
THE GAP,THE GAP,D1155,ALLAMANDA STREET PARK,B-RE-2154-N002,BALANCE OF PARK,2945,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4501,152.935,493601,6963710,200471333
MORNINGSIDE,MORNINGSIDE,D1149,AUSTIN UHLMANN PARK,B-RE-2160-N001,AUSTIN UHLMANN PK PLAYGROUND,20139,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4729,153.081,507974,6961180,200477349
MACGREGOR,EIGHT MILE PLAINS,D1148,ALLARA PLACE PARK,B-RE-2161-N003,ALLARA PLACE PICNIC AREA,20131,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.583,153.097,509529,6948980,200477346
MACGREGOR,EIGHT MILE PLAINS,D1148,ALLARA PLACE PARK,B-RE-2161-N005,BALANCE OF PARK,161923,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.583,153.097,509527,6948980,200549038
MOOROOKA,ARCHERFIELD,D1145,KERRY ROAD PARK,B-RE-2164-N001,LAVELLE ST PICNIC AREA,122267,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5695,153.02,502022,6950490,200527350
MACGREGOR,EIGHT MILE PLAINS,D1144,MAISIE DIXON PARK,B-RE-2165-N003,NARDIE ST PICNIC AREA,20020,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5676,153.1,509869,6950690,200477312
RUNCORN,SUNNYBANK HILLS,D1200,THE AVENUE PARK,B-RE-2173-N001,THE AVENUE PLAYGROUND,33363,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.6021,153.048,504766,6946870,200481960
CALAMVALE,PARKINSON,D1194,SPRINGFIELD CRESCENT PARK,B-RE-2176-N003,BANNOCKBURN CRES PLAYGROUND,3127,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.6326,153.032,503126,6943490,200471409
PULLENVALE,KENMORE,D1189,GUBBERLEY STREET PARK,B-RE-2181-N001,BALANCE OF PARK,81164,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5113,152.944,494440,6956940,200504826
FOREST LAKE,DOOLANDELLA,D1187,WALLAROO WAY COMMUNITY PARK,B-RE-2183-N001,WALLAROO WAY PLAYGROUND (NEAR CURRAWONG ST),41394,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.6068,152.983,498315,6946350,200486101
MCDOWALL,CHERMSIDE WEST,D1186,MARTINDALE STREET PARK,B-RE-2184-N001,STRINGYBARK DVE STH PICNIC AREA,188690,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3751,153.005,500488,6972020,200566711
MCDOWALL,CHERMSIDE WEST,D1186,MARTINDALE STREET PARK,B-RE-2184-N006,STRINGYBARK DVE DOG OFF LEASH AREA,188728,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3776,153.003,500311,6971750,200566742
RUNCORN,SUNNYBANK HILLS,D1185,LYNELLE STREET PARK (LOT 300),B-RE-2185-N002,LYNELLE ST PLAYGROUND,20323,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.6023,153.051,505006,6946850,200477429
MACGREGOR,EIGHT MILE PLAINS,D1184,DEWBERRY CLOSE PARK,B-RE-2186-N001,DEWBERRY CLOSE PLAYGROUND,20317,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.586,153.086,508482,6948650,200477426
DEAGON,ZILLMERE,D1178,LAMBERT MCBRIDE PARK,B-RE-2191-N003,LAMBERT MCBRIDE PK PLAYGROUND,152581,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3579,153.051,505024,6973920,200544480
THE GAP,KEPERRA,D1177,KERYN PLACE PARK,B-RE-2192-N002,KERYN PLACE DOG OFF LEASH AREA,149126,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4209,152.946,494631,6966950,200542404
THE GAP,KEPERRA,D1177,KERYN PLACE PARK,B-RE-2192-N003,KERYN PL PK HALF COURT,14763,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4208,152.946,494653,6966960,200475480
WYNNUM MANLY,MANLY,D1497,DARLING POINT PARK (ROAD RESERVE),B-RE-2196-N003,BALANCE OF PARK,148304,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4477,153.188,518569,6963960,200541751
WYNNUM MANLY,MANLY,D1497,DARLING POINT PARK (ROAD RESERVE),B-RE-2196-N003,BALANCE OF PARK,148312,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4483,153.187,518497,6963900,200541759
MOOROOKA,OXLEY,D1484,ENGLEFIELD ROAD PARK (NOS.35-47),B-RE-2207-N002,ENGLEFIELD RD DOG OFF LEASH AREA,30074,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5571,152.975,497499,6951860,200480592
MOOROOKA,OXLEY,D1484,ENGLEFIELD ROAD PARK (NOS.35-47),B-RE-2207-N002,ENGLEFIELD RD DOG OFF LEASH AREA,85773,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5569,152.975,497526,6951880,200507637
THE GABBA,WEST END,D1477,BOUNDARY STREET PARK (NO.349),B-RE-2212-N001,BALANCE OF PARK,43205,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.49,153.01,501021,6959290,100106144
THE GAP,THE GAP,D1474,MOSES ADSETT PARK,B-RE-2214-N002,MOSES ADSETT PK PLAYGROUND,35177,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4548,152.935,493555,6963190,200482748
MOOROOKA,COOPERS PLAINS,D1472,THE VILLAGE AVENUE PARK,B-RE-2216-N001,THE VILLAGE AVE PLAYGROUND,24887,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.569,153.042,504184,6950540,200478947
DEAGON,BOONDALL,D1470,NORTHUMBRIA ROAD PARK,B-RE-2218-N001,COLLEGE WAY DOG OFF LEASH AREA,30790,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.3569,153.073,507259,6974030,200480909
DEAGON,BOONDALL,D1470,NORTHUMBRIA ROAD PARK,B-RE-2218-N001,COLLEGE WAY DOG OFF LEASH AREA,107898,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3575,153.073,507244,6973960,200517092
DEAGON,BOONDALL,D1470,NORTHUMBRIA ROAD PARK,B-RE-2218-N001,COLLEGE WAY DOG OFF LEASH AREA,107902,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3577,153.073,507240,6973950,200517096
DEAGON,BOONDALL,D1470,NORTHUMBRIA ROAD PARK,B-RE-2218-N002,COLLEGE WAY PICNIC AREA,107969,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,-27.3573,153.074,507303,6973990,200517155
RUNCORN,RUNCORN,D1465,MAYNARD PLACE PARK,B-RE-2222-N002,MAYNARD PLACE PLAYGROUND,9334,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.6062,153.072,507074,6946420,200524530
JAMBOREE,ELLEN GROVE,D1362,WARREN RITCHIE MEMORIAL COMPLEX PARK,B-RE-2226-N008,FOREST LAKE MAGPIES JR RUGBY LEAGUE FACILITY,122838,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.6078,152.93,493083,6946240,200527869
JAMBOREE,ELLEN GROVE,D1360,JULIE ROAD PARK,B-RE-2227-N003,JULIE RD DOG OFF LEASH AREA,34131,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.614,152.935,493615,6945550,200482248
JAMBOREE,ELLEN GROVE,D1360,JULIE ROAD PARK,B-RE-2227-N003,JULIE RD DOG OFF LEASH AREA,120131,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.6141,152.935,493616,6945550,200525414
JAMBOREE,ELLEN GROVE,D1359,OSPYA PARK,B-RE-2228-N001,BALANCE OF PARK,120095,BUBBLER/DRINKING FOUNTAIN,2 TAP 1 FOUNTAIN,-27.6109,152.938,493856,6945890,200525379
JAMBOREE,ELLEN GROVE,D1359,OSPYA PARK,B-RE-2228-N003,OSPYA PK PLAYGROUND,36940,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.611,152.937,493813,6945890,200483721
JAMBOREE,ELLEN GROVE,D1358,MULLEY PARK,B-RE-2229-N001,MULLEY PK PLAYGROUND,120122,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.6109,152.933,493403,6945900,200525405
JAMBOREE,ELLEN GROVE,D1358,MULLEY PARK,B-RE-2229-N002,BALANCE OF PARK,120114,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.6108,152.933,493434,6945910,200525397
JAMBOREE,ELLEN GROVE,D1356,CAROLE PARK COMMUNITY PARK,B-RE-2231-N001,COMMUNITY PK PLAYGROUND,36941,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.6159,152.94,494052,6945350,200483722
JAMBOREE,ELLEN GROVE,D1356,CAROLE PARK COMMUNITY PARK,B-RE-2231-N002,COMMUNITY PK JR CYCLE TRAINING CIRCUIT & CRICKET FACILITY,120179,BUBBLER/DRINKING FOUNTAIN,2 TAPS 1 FOUNTAIN,-27.6152,152.939,493996,6945420,200525458
JAMBOREE,ELLEN GROVE,D1356,CAROLE PARK COMMUNITY PARK,B-RE-2231-N005,COMMUNITY PK PICNIC AREA,120145,BUBBLER/DRINKING FOUNTAIN,2 TAPS 1 FOUNTAIN,-27.6164,152.94,494041,6945290,200525427
THE GAP,UPPER KEDRON,D1354,SELKIRK CRESCENT PARK,B-RE-2233-N001,RISE PLACE PICNIC AREA,161740,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.4102,152.918,491865,6968120,200548993
CALAMVALE,CALAMVALE,D1353,BEAUDESERT ROAD PARK,B-RE-2234-N003,CALAMVALE LEOPARDS AUSSIE RULES CLUBHOUSE,132065,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.6289,153.046,504507,6943910,200533488
CALAMVALE,CALAMVALE,D1353,BEAUDESERT ROAD PARK,B-RE-2234-N004,CALAMVALE (BEAUDESERT RD) SPORTING FIELDS,132042,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.6261,153.045,504485,6944210,200533469
CALAMVALE,CALAMVALE,D1353,BEAUDESERT ROAD PARK,B-RE-2234-N004,CALAMVALE (BEAUDESERT RD) SPORTING FIELDS,132043,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.625,153.046,504490,6944340,200533470
MARCHANT,ASPLEY,D1437,RAINBOW LORIKEET PARK,B-RE-2238-N003,RAINBOW LORIKEET PK PICNIC AREA,151965,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3693,153.032,503193,6972660,200544038
MOOROOKA,SALISBURY,D1436,ASSEMBLY STREET PARK,B-RE-2239-N001,ASSEMBLEY ST SOCCER FACILITY (PARTLY ON ED QLD LAND),79938,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,-27.548,153.025,502508,6952870,200504447
CALAMVALE,CALAMVALE,D1435,PERKINS STREET PARK (LOT 403),B-RE-2240-N002,PERKINS ST PK PLAYGROUND,100117562,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.6213,153.047,504629,6944750,100117562
WALTER TAYLOR,CHAPEL HILL,D1430,GREEN HILL RESERVOIR PARK,B-RE-2245-N001,GREEN HILL RESERVOIR (QBWS),28934,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4966,152.96,496014,6958560,200480368
JAMBOREE,RIVERHILLS,D1428,KARUMBA PLACE PARK,B-RE-2247-N001,DAINTREE PL PLAYGROUND,43972,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5595,152.903,490446,6951590,200487179
RUNCORN,KURABY,D1523,KING STREET PARK,B-RE-2257-N001,KING ST PICNIC AREA,27374,BUBBLER/DRINKING FOUNTAIN,BUBBLER & VANDAL PROOF TAP,-27.6039,153.102,510057,6946680,200479591
RUNCORN,KURABY,D1523,KING STREET PARK,B-RE-2257-N003,KING ST PLAYGROUND,115601,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.6035,153.102,510099,6946720,200522411
CALAMVALE,CALAMVALE,D1522,TUBEROSE PLACE PARK,B-RE-2258-N001,BALANCE OF PARK,53049,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.6351,153.057,505583,6943210,100125180
JAMBOREE,JAMBOREE HEIGHTS,D1521,PHIL DENMAN PARK,B-RE-2259-N003,BALANCE OF PARK,192084,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5523,152.93,493058,6952390,200569656
JAMBOREE,JAMBOREE HEIGHTS,D1521,PHIL DENMAN PARK,B-RE-2259-N005,PHIL DENMAN PK DOG OFF LEASH AREA,30103,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,-27.5516,152.93,493057,6952460,200480606
JAMBOREE,JAMBOREE HEIGHTS,D1521,PHIL DENMAN PARK,B-RE-2259-N005,PHIL DENMAN PK DOG OFF LEASH AREA,38678,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,-27.5518,152.93,493120,6952450,100115875
COORPAROO,EAST BRISBANE,D1519,MOORHEN FLATS,B-RE-2261-N002,NORMAN CREEK FREECS REHABILITATION SITE,188581,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4916,153.046,504589,6959110,200566626
COORPAROO,EAST BRISBANE,D1519,MOORHEN FLATS,B-RE-2261-N002,NORMAN CREEK FREECS REHABILITATION SITE,188585,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4916,153.048,504721,6959110,200566630
COORPAROO,EAST BRISBANE,D1519,MOORHEN FLATS,B-RE-2261-N002,NORMAN CREEK FREECS REHABILITATION SITE,188589,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4918,153.047,504644,6959090,200566633
THE GAP,UPPER KEDRON,D1351,JULATTEN PLACE PARK,B-RE-2277-N001,BALANCE OF PARK,121006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4155,152.927,492786,6967540,200526209
THE GAP,UPPER KEDRON,D1351,JULATTEN PLACE PARK,B-RE-2277-N001,BALANCE OF PARK,121014,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4115,152.927,492760,6967980,200526217
THE GAP,UPPER KEDRON,D1351,JULATTEN PLACE PARK,B-RE-2277-N004,JULATTEN PLACE PLAYGROUND,11579,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4106,152.927,492755,6968080,200474360
JAMBOREE,JINDALEE,D1381,AMAZONS PLACE PARK,B-RE-2280-N002,AMAZONS PL PLAYGROUND,177816,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.529,152.948,494830,6954970,200559063
JAMBOREE,JINDALEE,D1381,AMAZONS PLACE PARK,B-RE-2280-N003,BALANCE OF PARK,48781,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5297,152.947,494805,6954900,200488753
JAMBOREE,JINDALEE,D1381,AMAZONS PLACE PARK,B-RE-2280-N005,AMAZONS SKATE FACILITY & ACTIVITY SPACE,4620,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,-27.5289,152.947,494781,6954980,200471964
JAMBOREE,JINDALEE,D1381,AMAZONS PLACE PARK,B-RE-2280-N006,AMAZONS PL SHARED PATHWAY & CANOE FACILITY,172151,BUBBLER/DRINKING FOUNTAIN,DISABLED ACCESS FOUNTAIN,-27.5345,152.956,495686,6954370,200555718
PULLENVALE,BROOKFIELD,D1424,BLACKBUTT PLACE PARK,B-RE-2287-N002,KENSINGTON CIRCUIT DOG OFF LEASH AREA,87067,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5038,152.93,493131,6957760,200508182
PULLENVALE,BROOKFIELD,D1424,BLACKBUTT PLACE PARK,B-RE-2287-N003,BALANCE OF PARK,86787,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5059,152.925,492592,6957530,200508052
